easy,00:09:73
easy,00:09:73
easy,00:10:00
moderate,00:11:35
moderate,50:00:00
moderate,53:00:00
hard,00:24:71
hard,50:00:00
hard,51:20:30
hardcore,00:09:65
hardcore,50:00:00
hardcore,51:00:00
