easy,18:24:05
easy,19:20:59
easy,20:19:06
moderate,00:19:34
moderate,00:19:58
moderate,00:21:04
hard,00:19:71
hard,00:19:89
hard,00:21:32
hardcore,00:19:23
hardcore,00:19:58
hardcore,00:20:65
